,ECG
0,218
1,219
2,218
3,215
4,211
5,207
6,200
7,193
8,189
9,186
10,178
11,168
12,159
13,149
14,139
15,129
16,117
17,106
18,95
19,87
20,80
21,73
22,62
23,52
24,40
25,26
26,0
27,-10
28,-15
29,-16
30,-16
31,-14
32,-12
33,-11
34,-12
35,-17
36,-25
37,-34
38,-42
39,-52
40,-58
41,-65
42,-73
43,-78
44,-79
45,-79
46,-77
47,-73
48,-66
49,-63
50,-60
51,-59
52,-60
53,-63
54,-67
55,-68
56,-66
57,-63
58,-59
59,-50
60,-42
61,-34
62,-31
63,-35
64,-38
65,-39
66,-40
67,-38
68,-37
69,-31
70,-23
71,-19
72,-18
73,-15
74,-15
75,-19
76,-21
77,-22
78,-18
79,-13
80,-4
81,3
82,10
83,16
84,21
85,23
86,24
87,22
88,16
89,12
90,6
91,-2
92,-5
93,-5
94,0
95,5
96,9
97,9
98,8
99,7
100,8
101,8
102,9
103,14
104,17
105,18
106,18
107,19
108,18
109,18
110,21
111,24
112,31
113,31
114,35
115,41
116,44
117,44
118,40
119,36
120,30
121,25
122,23
123,23
124,22
125,23
126,25
127,26
128,29
129,36
130,38
131,38
132,38
133,33
134,27
135,22
136,17
137,15
138,14
139,17
140,19
141,20
142,22
143,29
144,36
145,43
146,51
147,58
148,64
149,69
150,72
151,71
152,66
153,57
154,48
155,41
156,32
157,26
158,25
159,27
160,31
161,37
162,45
163,48
164,49
165,45
166,38
167,30
168,19
169,9
170,2
171,-1
172,0
173,2
174,8
175,14
176,21
177,27
178,36
179,43
180,42
181,38
182,36
183,27
184,21
185,19
186,17
187,18
188,22
189,24
190,26
191,23
192,16
193,10
194,9
195,13
196,20
197,28
198,36
199,43
200,48
201,53
202,57
203,60
204,65
205,72
206,80
207,83
208,83
209,81
210,77
211,70
212,67
213,65
214,64
215,65
216,68
217,68
218,66
219,63
220,58
221,56
222,56
223,59
224,66
225,74
226,81
227,87
228,88
229,85
230,83
231,80
232,77
233,80
234,84
235,89
236,91
237,90
238,83
239,72
240,55
241,39
242,26
243,20
244,20
245,28
246,40
247,50
248,57
249,65
250,69
251,70
252,71
253,72
254,74
255,74
256,76
257,76
258,76
259,74
260,70
261,66
262,58
263,53
264,52
265,51
266,53
267,60
268,74
269,98
270,130
271,169
272,211
273,253
274,290
275,318
276,342
277,358
278,367
279,378
280,393
281,409
282,415
283,408
284,381
285,330
286,261
287,182
288,101
289,28
290,-29
291,-67
292,-84
293,-89
294,-90
295,-78
296,-70
297,-58
298,-43
299,-26
300,-8
301,8
302,24
303,41
304,50
305,53
306,53
307,52
308,48
309,42
310,39
311,40
312,40
313,41
314,44
315,48
316,51
317,54
318,59
319,62
320,62
321,62
322,63
323,62
324,60
325,61
326,63
327,64
328,66
329,67
330,68
331,69
332,69
333,70
334,69
335,66
336,67
337,70
338,74
339,83
340,94
341,102
342,108
343,112
344,109
345,106
346,104
347,101
348,98
349,97
350,99
351,101
352,104
353,106
354,113
355,120
356,124
357,127
358,129
359,128
360,120
361,104
362,97
363,94
364,95
365,101
366,111
367,121
368,130
369,136
370,140
371,139
372,137
373,136
374,136
375,138
376,140
377,144
378,150
379,155
380,159
381,163
382,168
383,170
384,174
385,175
386,174
387,173
388,171
389,171
390,175
391,179
392,184
393,192
394,200
395,208
396,205
397,205
398,203
399,202
400,200
401,199
402,203
403,206
404,209
405,214
406,216
407,217
408,221
409,225
410,230
411,237
412,240
413,242
414,244
415,244
416,241
417,237
418,230
419,222
420,214
421,203
422,190
423,182
424,176
425,167
426,161
427,155
428,148
429,136
430,109
431,96
432,85
433,77
434,71
435,65
436,59
437,54
438,48
439,42
440,32
441,22
442,16
443,8
444,0
445,-10
446,-22
447,-31
448,-36
449,-42
450,-47
451,-53
452,-58
453,-63
454,-66
455,-67
456,-66
457,-65
458,-61
459,-56
460,-55
461,-59
462,-66
463,-69
464,-71
465,-70
466,-69
467,-68
468,-68
469,-67
470,-65
471,-63
472,-59
473,-52
474,-46
475,-42
476,-36
477,-31
478,-34
479,-37
480,-39
481,-42
482,-47
483,-50
484,-50
485,-47
486,-44
487,-40
488,-34
489,-30
490,-26
491,-19
492,-13
493,-7
494,-1
495,1
496,-2
497,-8
498,-16
499,-24
500,-26
501,-26
502,-23
503,-16
504,-7
505,-1
506,0
507,-3
508,-9
509,-15
510,-22
511,-25
512,-20
513,-16
514,-7
515,0
516,6
517,6
518,2
519,-3
520,-7
521,-10
522,-12
523,-9
524,-8
525,-7
526,-5
527,-2
528,0
529,3
530,2
531,1
532,-1
533,-4
534,-6
535,-8
536,-7
537,-3
538,0
539,0
540,4
541,6
542,9
543,11
544,13
545,16
546,16
547,16
548,16
549,16
550,14
551,15
552,14
553,10
554,6
555,5
556,5
557,6
558,5
559,5
560,6
561,6
562,5
563,8
564,12
565,17
566,21
567,23
568,25
569,23
570,19
571,16
572,10
573,4
574,0
575,-2
576,-2
577,-1
578,0
579,-2
580,-3
581,-5
582,-8
583,-7
584,-6
585,-3
586,1
587,4
588,3
589,2
590,1
591,0
592,0
593,2
594,5
595,9
596,10
597,14
598,14
599,15
600,20
601,22
602,23
603,24
604,19
605,16
606,15
607,15
608,19
609,24
610,30
611,38
612,43
613,41
614,35
615,26
616,17
617,12
618,9
619,9
620,11
621,10
622,9
623,10
624,9
625,12
626,18
627,22
628,26
629,32
630,35
631,33
632,26
633,22
634,22
635,25
636,29
637,35
638,41
639,44
640,48
641,53
642,55
643,58
644,64
645,72
646,79
647,87
648,89
649,90
650,89
651,83
652,78
653,73
654,66
655,62
656,58
657,57
658,58
659,61
660,66
661,70
662,75
663,80
664,87
665,88
666,93
667,97
668,101
669,103
670,104
671,102
672,95
673,86
674,77
675,67
676,59
677,56
678,54
679,51
680,49
681,48
682,48
683,44
684,41
685,40
686,42
687,44
688,46
689,50
690,55
691,56
692,54
693,52
694,47
695,39
696,33
697,30
698,26
699,25
700,27
701,32
702,34
703,34
704,38
705,49
706,67
707,97
708,135
709,175
710,219
711,258
712,288
713,311
714,330
715,340
716,354
717,377
718,399
719,416
720,419
721,399
722,357
723,290
724,204
725,113
726,30
727,-40
728,-86
729,-106
730,-108
731,-98
732,-83
733,-66
734,-50
735,-34
736,-26
737,-16
738,-3
739,13
740,32
741,52
742,68
743,76
744,80
745,81
746,75
747,67
748,60
749,53
750,46
751,41
752,38
753,39
754,41
755,46
756,52
757,58
758,62
759,63
760,61
761,60
762,60
763,54
764,52
765,57
766,62
767,68
768,84
769,86
770,87
771,83
772,78
773,75
774,71
775,71
776,75
777,76
778,74
779,74
780,73
781,73
782,79
783,86
784,94
785,105
786,112
787,114
788,113
789,110
790,106
791,105
792,108
793,113
794,115
795,115
796,116
797,117
798,115
799,113
800,114
801,118
802,131
803,137
804,142
805,144
806,146
807,148
808,149
809,150
810,153
811,157
812,159
813,160
814,162
815,161
816,160
817,159
818,160
819,164
820,170
821,175
822,182
823,186
824,186
825,185
826,186
827,191
828,195
829,201
830,209
831,211
832,212
833,212
834,207
835,206
836,209
837,216
838,224
839,228
840,232
841,234
842,230
843,227
844,226
845,226
846,225
847,224
848,224
849,221
850,217
851,215
852,213
853,212
854,211
855,208
856,204
857,199
858,189
859,178
860,168
861,161
