,ECG
0,36800
1,36928
2,36672
3,36224
4,35520
5,34624
6,33792
7,33024
8,32512
9,32640
10,33088
11,33280
12,33344
13,33920
14,34688
15,35328
16,35712
17,35904
18,35840
19,35584
20,35264
21,34944
22,34752
23,34624
24,34496
25,34304
26,34112
27,34048
28,34112
29,34240
30,34304
31,34304
32,34304
33,34240
34,34240
35,34176
36,34176
37,34176
38,34176
39,34240
40,34240
41,34240
42,34304
43,34432
44,34368
45,34368
46,34432
47,34432
48,34240
49,33792
50,33472
51,33280
52,33152
53,33152
54,33472
55,33856
56,34048
57,34048
58,34112
59,34176
60,34048
61,33856
62,33664
63,33984
64,34624
65,35136
66,35456
67,35520
68,35520
69,35328
70,35008
71,34880
72,34880
73,34880
74,35008
75,35200
76,35264
77,35328
78,35392
79,35328
80,35136
81,34752
82,34304
83,34112
84,34048
85,34048
86,34048
87,34176
88,34176
89,33984
90,33728
91,33600
92,33728
93,33856
94,33728
95,33472
96,33344
97,33408
98,33664
99,33856
100,34048
101,34240
102,34240
103,33984
104,33792
105,33728
106,33920
107,34624
108,35776
109,37504
110,39424
111,41344
112,41984
113,40896
114,38720
115,35904
116,33088
117,30912
118,30016
119,30208
120,31168
121,32128
122,32832
123,33216
124,33472
125,33472
126,33408
127,33280
128,33024
129,32896
130,32960
131,33088
132,33280
133,33536
134,33664
135,33792
136,33856
137,33920
138,34048
139,34240
140,34304
141,34176
142,33856
143,33408
144,33152
145,33216
146,33408
147,33792
148,34240
149,34368
150,34368
151,34496
152,34752
153,35072
154,35328
155,35328
156,35264
157,35200
158,35136
159,34944
160,34752
161,34688
162,34560
163,34496
164,34432
165,34496
166,34432
167,34688
168,34880
169,35008
170,34880
171,34752
172,34752
173,34624
174,34560
175,34688
176,35072
177,35456
178,35776
179,35840
180,35712
181,35520
182,35264
183,34880
184,34624
185,34496
186,34304
187,34048
188,33792
189,33664
190,33664
191,33600
192,33536
193,33536
194,33536
195,33600
196,33728
197,33792
198,33728
199,33664
200,33728
201,33856
202,33856
203,33792
204,33664
205,33536
206,33344
207,33152
208,32960
209,32960
210,33280
211,33600
212,33856
213,34176
214,34432
215,34560
216,34624
217,34624
218,34560
219,34304
220,33984
221,33728
222,33664
223,33792
224,34048
225,34240
226,34304
227,34240
228,34240
229,34304
230,34240
231,33920
232,33792
233,33984
234,34112
235,33984
236,33856
