,ECG
0,33984
1,34048
2,34176
3,34176
4,34240
5,34304
6,34304
7,34240
8,34176
9,34048
10,33984
11,33856
12,33792
13,33664
14,33536
15,33472
16,33536
17,33600
18,33600
19,33664
20,33728
21,33792
22,33856
23,33984
24,33984
25,33920
26,33920
27,33920
28,34112
29,34496
30,35072
31,35904
32,37504
33,38336
34,39040
35,38272
36,36608
37,34688
38,32896
39,31616
40,30912
41,30720
42,31040
43,31616
44,32320
45,32960
46,33472
47,33856
48,34112
49,34304
50,34368
51,34368
52,34432
53,34496
54,34432
55,34304
56,34240
57,34176
58,34048
59,34048
60,33984
61,34112
62,34176
63,34176
64,34240
65,34240
66,34176
67,34048
68,33984
69,33984
70,34048
71,34112
72,34176
73,34304
74,34304
75,34368
76,34368
77,34368
78,34304
79,34304
80,34304
81,34304
82,34432
83,34624
84,34688
85,34688
86,34752
87,34816
88,34816
89,34816
90,34816
91,34688
92,34496
93,34432
94,34368
95,34240
96,34112
97,34048
98,34112
99,34176
100,34176
101,34176
102,34112
103,33984
104,33792
105,33664
106,33664
107,33728
108,33728
109,33664
110,33600
111,33664
112,33664
113,33600
114,33536
115,33664
116,33728
117,33664
118,33600
119,33600
120,33664
121,33728
122,33792
123,33792
124,33792
125,33792
126,33792
127,33856
128,33920
129,33856
130,33856
131,33856
132,33920
133,34048
134,34176
135,34112
136,34112
137,34176
138,34112
139,33984
140,33856
141,33728
142,33728
143,33792
144,33984
145,34112
146,34048
147,33984
148,33984
149,33920
150,33856
151,33856
152,33856
153,33792
154,33728
155,33728
156,33856
157,34048
158,34240
159,34240
160,34048
161,33856
162,33856
163,33792
164,33728
165,33664
166,33536
167,33536
168,33600
169,33728
170,33792
171,33856
172,33920
173,33984
174,34048
175,34048
176,34048
177,33984
178,33920
179,33920
180,33984
181,33856
182,33728
183,33664
184,33664
185,33728
186,33792
187,33856
188,33984
189,34112
190,34176
191,34112
192,34112
193,34240
194,34304
195,34304
196,34176
197,34176
198,34112
199,33920
200,33792
201,33600
202,33472
203,33472
204,33408
205,33408
206,33536
207,33664
208,33792
209,33792
210,33856
211,33920
212,33856
213,33792
214,33792
215,33856
216,33792
217,33792
218,33728
219,33920
220,34304
221,34944
222,35648
223,36608
224,37760
225,38592
226,38080
227,36608
228,34880
229,33280
230,32064
231,31360
232,31040
233,31168
234,31616
235,32192
236,32704
237,33216
238,33728
239,34048
240,34176
241,34304
242,34368
243,34304
244,34240
245,34176
246,34048
247,33984
248,33920
249,33920
250,33984
251,33984
252,33984
253,34048
254,34112
255,34176
256,34176
257,34048
258,33984
259,33984
260,34048
261,34112
262,34112
263,34112
264,34176
265,34176
266,34112
267,34240
268,34304
269,34240
270,34176
271,34240
272,34432
273,34496
274,34624
275,34688
276,34624
277,34496
278,34432
279,34496
280,34560
281,34560
282,34624
283,34560
284,34560
285,34496
286,34368
287,34240
288,34112
289,34048
290,34048
291,34048
292,34048
293,33984
294,33856
295,33728
296,33600
297,33536
298,33472
299,33472
300,33472
301,33536
302,33536
303,33536
304,33536
305,33600
306,33664
307,33664
308,33664
309,33600
310,33664
311,33728
312,33728
313,33728
314,33728
315,33792
316,33856
317,33792
318,33728
319,33728
320,33664
321,33728
322,33792
323,33856
324,33920
325,33984
326,33920
327,33984
328,33920
329,33856
330,33856
331,33856
332,33792
333,33728
334,33664
335,33728
336,33792
337,33792
338,33792
339,33856
340,33856
341,33856
342,33856
343,33920
344,33984
345,33920
346,33792
347,33792
348,33856
349,33856
350,33792
351,33792
352,33728
353,33664
354,33600
355,33664
356,33728
357,33728
358,33792
359,33792
360,33792
361,33728
362,33664
363,33600
364,33664
365,33792
366,33856
367,33856
368,33984
369,34112
370,34304
371,34432
372,34496
373,34496
374,34304
375,34112
376,33984
377,33856
378,33664
379,33536
380,33472
381,33408
382,33344
383,33280
384,33280
385,33408
386,33536
387,33536
388,33600
389,33728
390,33792
391,33792
392,33920
393,34048
394,34048
395,33984
396,34048
397,34432
398,35008
399,35776
400,36928
401,38208
402,38784
403,37760
404,36032
405,34304
406,32832
407,31680
408,31040
409,30912
410,31232
411,31808
412,32512
413,33088
414,33472
415,33792
416,33984
417,34176
418,34304
419,34304
420,34240
421,34240
422,34304
423,34240
424,34112
425,33984
426,33984
427,34048
428,34112
429,34112
430,34112
431,34176
432,34112
433,34112
434,34112
435,34112
436,33984
437,33856
438,33920
439,34048
440,34240
441,34368
442,34432
443,34496
444,34496
445,34368
446,34368
447,34368
448,34432
449,34496
450,34624
451,34624
452,34624
453,34624
454,34752
455,34816
456,34752
457,34624
458,34560
459,34624
460,34688
461,34624
462,34624
463,34624
464,34560
465,34496
466,34368
467,34240
468,34176
469,34112
470,33984
471,33792
472,33664
473,33536
474,33472
475,33472
476,33472
477,33536
478,33536
479,33472
480,33536
481,33536
482,33600
483,33664
484,33664
485,33600
486,33664
487,33728
488,33792
489,33728
490,33728
491,33728
492,33728
493,33728
494,33728
495,33728
496,33856
497,33856
498,33856
499,33856
500,33856
501,33920
502,33984
503,33984
504,33984
505,33984
506,34048
507,34048
508,33984
509,33920
510,33856
511,33792
512,33792
513,33856
514,33920
515,33984
516,33920
517,33856
518,33856
519,33856
520,33856
521,33920
522,33856
523,33792
524,33664
525,33600
526,33728
527,33792
528,33792
529,33792
530,33920
531,33984
532,33920
533,33792
534,33728
535,33792
536,33856
537,33984
538,34048
539,34240
540,34368
541,34304
542,34240
543,34112
544,34048
545,33984
546,33856
547,33728
548,33536
549,33344
550,33280
551,33344
552,33408
553,33408
554,33472
555,33600
556,33792
557,33792
558,33856
559,33856
560,33856
561,33856
562,33856
563,33856
564,33856
565,33920
566,34240
567,34688
568,35264
569,36160
570,37184
571,38272
572,38464
573,37376
574,35648
575,33920
576,32448
577,31552
578,31040
579,30912
580,31232
581,31808
582,32640
583,33280
584,33664
585,33856
586,33984
587,34048
588,34176
589,34304
590,34304
591,34240
592,34176
593,34112
594,34048
595,33984
596,33984
597,33984
598,34048
599,34048
600,34112
601,34176
602,34112
603,33984
604,33920
605,33920
606,34048
607,34112
608,34048
609,34048
610,34112
611,34240
612,34304
613,34304
614,34240
615,34240
616,34240
617,34176
618,34176
619,34240
620,34304
621,34432
622,34624
623,34752
624,34816
625,34880
626,34880
627,34816
628,34624
629,34432
630,34368
631,34432
632,34432
633,34368
634,34304
635,34240
636,34240
637,34176
638,34176
639,34048
640,33856
641,33728
642,33664
643,33600
644,33600
645,33472
646,33472
647,33536
648,33600
649,33600
650,33600
651,33600
652,33536
653,33472
654,33472
655,33600
656,33728
657,33792
658,33664
659,33600
660,33600
661,33664
662,33664
663,33728
664,33856
665,33920
666,33856
667,33856
668,33856
669,33856
670,33856
671,33856
672,33984
673,34112
674,34176
675,34112
676,34048
677,33984
678,33920
679,33920
680,33856
681,33792
682,33728
683,33664
684,33728
685,33792
686,33856
687,33856
688,33856
689,33856
690,33920
691,33984
692,33920
693,33856
694,33920
695,33856
696,33792
697,33792
698,33856
699,33920
700,33920
701,33856
702,33856
703,33792
704,33664
705,33728
