,ECG
0,-12
1,-19
2,-21
3,-11
4,10
5,32
6,53
7,69
8,72
9,60
10,37
11,11
12,-14
13,-33
14,-43
15,-45
16,-41
17,-38
18,-33
19,-28
20,-26
21,-24
22,-16
23,-5
24,5
25,20
26,35
27,45
28,46
29,46
30,46
31,46
32,53
33,65
34,72
35,72
36,71
37,63
38,52
39,44
40,41
41,44
42,51
43,58
44,66
45,75
46,79
47,81
48,82
49,79
50,73
51,64
52,57
53,53
54,54
55,57
56,64
57,69
58,72
59,71
60,52
61,50
62,53
63,63
64,80
65,96
66,103
67,99
68,89
69,73
70,56
71,40
72,32
73,36
74,42
75,47
76,53
77,53
78,45
79,34
80,25
81,16
82,9
83,8
84,17
85,34
86,55
87,75
88,91
89,96
90,87
91,74
92,60
93,43
94,44
95,52
96,61
97,64
98,59
99,50
100,40
101,33
102,33
103,38
104,46
105,54
106,58
107,61
108,64
109,67
110,70
111,74
112,74
113,71
114,69
115,67
116,64
117,63
118,64
119,65
120,71
121,75
122,78
123,78
124,78
125,78
126,80
127,81
128,74
129,66
130,59
131,55
132,53
133,56
134,62
135,70
136,76
137,79
138,75
139,67
140,56
141,45
142,39
143,40
144,43
145,49
146,52
147,49
148,45
149,39
150,34
151,32
152,32
153,33
154,32
155,31
156,27
157,22
158,20
159,23
160,45
161,57
162,65
163,68
164,65
165,61
166,59
167,57
168,59
169,67
170,79
171,94
172,112
173,130
174,152
175,179
176,207
177,231
178,249
179,256
180,251
181,234
182,205
183,160
184,106
185,46
186,-17
187,-78
188,-133
189,-184
190,-214
191,-216
192,-193
193,-149
194,-33
195,7
196,29
197,26
198,6
199,-21
200,-45
201,-53
202,-42
203,-20
204,6
205,31
206,47
207,52
208,55
209,55
210,52
211,49
212,49
213,51
214,57
215,64
216,70
217,74
218,77
219,78
220,76
221,71
222,65
223,57
224,48
225,37
226,27
227,21
228,21
229,32
230,45
231,60
232,76
233,91
234,102
235,112
236,117
237,118
238,114
239,106
240,95
241,87
242,84
243,89
244,98
245,110
246,122
247,130
248,131
249,127
250,117
251,107
252,104
253,110
254,122
255,136
256,146
257,150
258,146
259,132
260,115
261,85
262,78
263,78
264,80
265,81
266,84
267,89
268,89
269,94
270,99
271,106
272,111
273,113
274,114
275,116
276,118
277,122
278,126
279,131
280,137
281,140
282,139
283,138
284,136
285,131
286,125
287,122
288,119
289,118
290,123
291,128
292,136
293,143
294,143
295,129
296,117
297,107
298,104
299,107
300,114
301,124
302,134
303,143
304,147
305,145
306,138
307,134
308,129
309,125
310,120
311,116
312,111
313,102
314,92
315,84
316,77
317,73
318,74
319,76
320,76
321,71
322,59
323,48
324,42
325,41
326,45
327,58
328,69
329,60
330,42
331,19
332,0
333,-12
334,-8
335,7
336,23
337,37
338,43
339,38
340,23
341,7
342,-4
343,-9
344,-8
345,-1
346,10
347,19
348,24
349,28
350,29
351,31
352,35
353,41
354,46
355,53
356,54
357,53
358,51
359,48
360,49
361,53
362,61
363,61
364,56
365,50
366,42
367,33
368,25
369,25
370,25
371,24
372,23
373,24
374,28
375,33
376,40
377,51
378,64
379,74
380,78
381,76
382,62
383,44
384,31
385,28
386,31
387,40
388,50
389,57
390,62
391,58
392,49
393,40
394,33
395,35
396,47
397,50
398,47
399,41
400,34
401,30
402,29
403,33
404,38
405,46
406,61
407,78
408,93
409,108
410,108
411,119
412,119
413,109
414,92
415,70
416,48
417,28
418,15
419,12
420,13
421,14
422,16
423,20
424,20
425,21
426,26
427,30
428,37
429,44
430,38
431,28
432,15
433,1
434,-7
435,-7
436,1
437,17
438,37
439,58
440,76
441,82
442,81
443,73
444,60
445,48
446,39
447,33
448,31
449,31
450,32
451,31
452,33
453,38
454,48
455,60
456,72
457,83
458,89
459,88
460,81
461,69
462,56
463,42
464,31
465,30
466,35
467,48
468,63
469,79
470,94
471,99
472,90
473,71
474,46
475,18
476,-6
477,-19
478,-19
479,-11
480,-3
481,2
482,9
483,15
484,19
485,26
486,38
487,48
488,53
489,49
490,37
491,18
492,-3
493,-18
494,-19
495,-10
496,0
497,26
498,35
499,36
500,36
501,38
502,42
503,46
504,54
505,65
506,78
507,94
508,115
509,142
510,172
511,197
512,213
513,216
514,203
515,180
516,147
517,109
518,65
519,15
520,-39
521,-94
522,-140
523,-176
524,-199
525,-208
526,-199
527,-180
528,-157
529,-134
530,-111
531,-74
532,-60
533,-49
534,-42
535,-40
536,-38
537,-31
538,-17
539,-1
540,14
541,26
542,36
543,43
544,48
545,54
546,67
547,81
548,90
549,94
550,94
551,84
552,84
553,68
554,51
555,41
556,36
557,32
558,30
559,34
560,40
561,43
562,51
563,64
564,74
565,80
566,83
567,77
568,71
569,64
570,59
571,60
572,62
573,67
574,76
575,83
576,85
577,81
578,71
579,58
580,42
581,25
582,11
583,8
584,17
585,35
586,58
587,81
588,95
589,100
590,99
591,95
592,88
593,82
594,79
595,83
596,92
597,98
598,105
599,119
600,179
601,224
602,265
603,293
604,296
605,276
606,234
607,184
608,137
609,93
610,59
611,40
612,27
613,15
614,3
615,-5
616,-6
617,3
618,21
619,45
620,70
621,87
622,102
623,114
624,119
625,118
626,113
627,107
628,102
629,100
630,96
631,95
632,91
633,89
634,86
635,82
636,81
637,80
638,78
639,77
640,74
641,68
642,62
643,55
644,49
645,44
646,39
647,32
648,23
649,15
650,10
651,9
652,12
653,18
654,24
655,28
656,29
657,28
658,25
659,23
660,19
661,21
662,23
663,25
664,27
665,23
666,14
667,4
668,-6
669,-7
670,-6
671,-3
672,-1
673,-4
674,-10
675,-22
676,-35
677,-42
678,-41
679,-32
680,-13
681,3
682,16
683,21
684,17
685,7
686,-4
687,-18
688,-23
689,-15
690,0
691,20
692,43
693,60
694,60
695,63
696,57
697,42
698,23
699,2
700,-14
701,-24
702,-23
703,-17
704,-9
705,-3
706,0
707,10
708,22
709,35
710,49
711,62
712,73
713,77
714,77
715,71
716,60
717,48
718,34
719,28
720,29
721,34
722,43
723,56
724,65
725,73
726,77
727,77
728,73
729,68
730,56
731,43
732,37
733,35
734,39
735,53
736,87
737,95
738,90
739,75
740,56
741,33
742,16
743,12
744,18
745,27
746,38
747,48
748,52
749,54
750,55
751,59
752,67
753,75
754,82
755,87
756,87
757,82
758,76
759,73
760,72
761,75
762,79
763,82
764,84
765,83
766,76
767,71
768,71
769,74
770,80
771,77
772,73
773,65
774,58
775,58
776,60
777,64
778,67
779,70
780,70
781,75
782,85
783,102
784,125
785,143
786,152
787,147
788,126
789,93
790,59
791,31
792,18
793,26
794,45
795,69
796,94
797,112
798,123
799,131
800,132
801,130
