,ECG
0,9
1,12
2,15
3,22
4,31
5,43
6,50
7,56
8,60
9,57
10,50
11,43
12,39
13,38
14,41
15,48
16,55
17,61
18,62
19,63
20,63
21,66
22,73
23,78
24,83
25,84
26,82
27,79
28,76
29,77
30,81
31,93
32,104
33,111
34,114
35,112
36,105
37,100
38,96
39,97
40,101
41,105
42,107
43,106
44,103
45,100
46,102
47,111
48,126
49,141
50,153
51,158
52,156
53,130
54,112
55,97
56,87
57,80
58,76
59,74
60,71
61,70
62,73
63,79
64,85
65,89
66,91
67,91
68,88
69,82
70,76
71,73
72,74
73,76
74,77
75,79
76,78
77,78
78,80
79,81
80,84
81,84
82,80
83,75
84,68
85,70
86,75
87,83
88,97
89,110
90,119
91,129
92,141
93,153
94,170
95,194
96,223
97,253
98,281
99,303
100,303
101,316
102,319
103,309
104,288
105,259
106,220
107,168
108,110
109,44
110,-26
111,-97
112,-157
113,-203
114,-227
115,-230
116,-197
117,-170
118,-145
119,-119
120,-97
121,-75
122,-52
123,-29
124,-8
125,8
126,19
127,24
128,22
129,21
130,20
131,24
132,34
133,44
134,50
135,55
136,59
137,62
138,65
139,68
140,69
141,67
142,64
143,58
144,49
145,40
146,33
147,33
148,36
149,41
150,45
151,44
152,45
153,49
154,51
155,52
156,55
157,56
158,54
159,53
160,52
161,53
162,55
163,53
164,54
165,56
166,57
167,59
168,61
169,62
170,63
171,65
172,64
173,65
174,65
175,64
176,62
177,62
178,70
179,80
180,92
181,105
182,114
183,119
184,119
185,115
186,112
187,111
188,114
189,119
190,128
191,135
192,138
193,138
194,134
195,133
196,134
197,139
198,143
199,145
200,144
201,139
202,132
203,126
204,121
205,122
206,127
207,137
208,147
209,153
210,153
211,151
212,152
213,153
214,155
215,156
216,152
217,144
218,135
219,127
220,124
221,124
222,129
223,138
224,145
225,150
226,150
227,149
228,144
229,140
230,137
231,131
232,123
233,113
234,103
235,94
236,88
237,85
238,83
239,84
240,83
241,87
242,87
243,86
244,85
245,82
246,76
247,69
248,63
249,58
250,53
251,50
252,48
253,47
254,46
255,46
256,49
257,52
258,55
259,56
260,52
261,45
262,35
263,28
264,25
265,31
266,44
267,60
268,74
269,84
270,85
271,79
272,67
273,57
274,43
275,42
276,43
277,45
278,47
279,48
280,52
281,56
282,58
283,59
284,57
285,54
286,50
287,46
288,44
289,44
290,49
291,55
292,60
293,61
294,57
295,49
296,44
297,44
298,45
299,49
300,54
301,58
302,61
303,60
304,55
305,47
306,46
307,48
308,49
309,47
310,44
311,40
312,39
313,41
314,46
315,50
316,53
317,52
318,43
319,29
320,16
321,8
322,10
323,17
324,28
325,36
326,38
327,34
328,27
329,19
330,17
331,23
332,31
333,42
334,51
335,54
336,44
337,38
338,34
339,29
340,26
341,27
342,26
343,22
344,19
345,18
346,20
347,28
348,40
349,55
350,70
351,76
352,78
353,75
354,68
355,64
356,68
357,73
358,81
359,90
360,95
361,94
362,91
363,85
364,80
365,77
366,78
367,89
368,92
369,93
370,93
371,94
372,96
373,98
374,100
375,99
376,93
377,89
378,85
379,84
380,88
381,96
382,103
383,111
384,111
385,113
386,106
387,94
388,80
389,66
390,57
391,53
392,54
393,55
394,54
395,50
396,47
397,43
398,39
