,ECG
0,-145
1,-133
2,-118
3,-105
4,-98
5,-104
6,-118
7,-133
8,-145
9,-142
10,-122
11,-109
12,-103
13,-101
14,-138
15,-189
16,-206
17,-216
18,-220
19,-185
20,-117
21,-19
22,54
23,57
24,48
25,60
26,34
27,-1
28,2
29,7
30,8
31,-22
32,-69
33,-148
34,-267
35,-333
36,-342
37,-336
38,-291
39,-215
40,-128
41,-44
42,4
43,-7
44,-38
45,-74
46,-122
47,-145
48,-167
49,-238
50,-347
51,-483
52,-483
53,-625
54,-720
55,-747
56,-735
57,-683
58,-601
59,-541
60,-495
61,-456
62,-455
63,-457
64,-427
65,-363
66,-332
67,-336
68,-348
69,-342
70,-340
71,-327
72,-296
73,-281
74,-278
75,-273
76,-265
77,-241
78,-219
79,-215
80,-206
81,-183
82,-147
83,-100
84,-34
85,48
86,108
87,129
88,130
89,110
90,72
91,38
92,20
93,12
94,5
95,-20
96,-66
97,-125
98,-206
99,-281
100,-224
101,-93
102,97
103,257
104,308
105,250
106,103
107,-103
108,-307
109,-450
110,-498
111,-452
112,-344
113,-213
114,-85
115,-1
116,39
117,99
118,169
119,186
120,148
121,80
122,-3
123,-83
124,-143
125,-180
126,-188
127,-176
128,-163
129,-158
130,-166
131,-186
132,-186
133,-104
134,-62
135,-29
136,-2
137,30
138,72
139,118
140,155
141,175
142,180
143,171
144,151
145,136
146,130
147,126
148,131
149,143
150,152
151,158
152,166
153,172
154,179
155,184
156,184
157,186
158,186
159,178
160,173
161,171
162,166
163,168
164,172
165,172
166,171
167,153
168,141
169,126
170,103
171,77
172,50
173,21
174,-4
175,-23
176,-37
177,-38
178,-23
179,2
180,24
181,27
182,15
183,-5
184,-34
185,-63
186,-87
187,-102
188,-109
189,-109
190,-104
191,-93
192,-79
193,-62
194,-62
195,-43
196,-29
197,-33
198,-55
199,-90
200,-135
201,-192
202,-200
203,-189
204,-164
205,-128
206,-76
207,-12
208,73
209,207
210,387
211,588
212,804
213,1008
214,1137
215,1163
216,1114
217,1028
218,901
219,721
220,532
221,333
222,106
223,-140
224,-377
225,-587
226,-761
227,-867
228,-885
229,-839
230,-783
231,-724
232,-651
233,-612
234,-606
235,-610
236,-610
237,-571
238,-506
239,-429
240,-357
241,-291
242,-223
243,-167
244,-134
245,-95
246,-51
247,-24
248,-12
249,-23
250,-62
251,-114
252,-159
253,-168
254,-114
255,-7
256,123
257,270
258,409
259,504
260,530
261,484
262,373
263,224
264,76
265,-46
266,-129
267,-160
268,-195
269,-219
270,-262
271,-320
272,-368
273,-387
274,-370
275,-317
276,-261
277,-214
278,-157
279,-109
280,-89
281,-75
282,-60
283,-54
284,-52
285,-40
286,-18
287,24
288,103
289,202
290,304
291,394
292,434
293,403
294,304
295,156
