,ECG
0,-68
1,-62
2,-57
3,-53
4,-49
5,-48
6,-48
7,-48
8,-48
9,-48
10,-50
11,-52
12,-55
13,-60
14,-66
15,-71
16,-76
17,-79
18,-82
19,-84
20,-86
21,-87
22,-89
23,-90
24,-91
25,-91
26,-92
27,-92
28,-90
29,-88
30,-86
31,-85
32,-84
33,-82
34,-83
35,-85
36,-86
37,-85
38,-86
39,-86
40,-86
41,-87
42,-88
43,-87
44,-85
45,-84
46,-83
47,-83
48,-83
49,-84
50,-81
51,-75
52,-68
53,-58
54,-43
55,-24
56,0
57,25
58,52
59,78
60,104
61,123
62,136
63,142
64,137
65,123
66,100
67,67
68,22
69,-33
70,-158
71,-209
72,-244
73,-257
74,-246
75,-221
76,-186
77,-148
78,-115
79,-93
80,-79
81,-70
82,-64
83,-58
84,-54
85,-51
86,-49
87,-50
88,-51
89,-53
90,-55
91,-55
92,-53
93,-52
94,-50
95,-49
96,-48
97,-47
98,-46
99,-46
100,-45
101,-42
102,-33
103,-28
104,-25
105,-23
106,-21
107,-22
108,-24
109,-24
110,-23
111,-24
112,-27
113,-29
114,-33
115,-39
116,-44
117,-44
118,-43
119,-43
120,-39
121,-33
122,-26
123,-18
124,-13
125,-9
126,-4
127,0
128,2
129,6
130,8
131,9
132,12
133,13
134,16
135,19
136,20
137,18
138,14
139,8
140,2
141,-2
142,-4
143,-4
144,-4
145,-2
146,0
147,0
148,0
149,0
150,0
151,2
152,3
153,6
154,9
155,10
156,13
157,16
158,20
159,23
160,25
161,28
162,32
163,36
164,40
165,43
166,48
167,52
168,60
169,64
170,67
171,71
172,75
173,78
174,82
175,84
176,86
177,90
178,95
179,101
180,107
181,113
182,116
183,119
184,121
185,122
186,124
187,126
188,128
189,128
190,124
191,118
192,108
193,95
194,80
195,66
196,54
197,43
198,34
199,17
200,7
201,-6
202,-20
203,-36
204,-53
205,-68
206,-80
207,-89
208,-97
209,-103
210,-108
211,-114
212,-120
213,-125
214,-131
215,-138
216,-145
217,-150
218,-154
219,-160
220,-165
221,-170
222,-173
223,-176
224,-178
225,-178
226,-176
227,-175
228,-172
229,-168
230,-164
231,-159
232,-157
233,-159
234,-163
235,-166
236,-169
237,-171
238,-169
239,-169
240,-166
241,-164
242,-163
243,-161
244,-160
245,-158
246,-155
247,-151
248,-147
249,-144
250,-142
251,-140
252,-139
253,-139
254,-140
255,-142
256,-143
257,-144
258,-145
259,-148
260,-150
261,-152
262,-152
263,-153
264,-152
265,-151
266,-148
267,-143
268,-138
269,-134
270,-129
271,-126
272,-121
273,-116
274,-112
275,-109
276,-107
277,-105
278,-105
279,-106
280,-106
281,-105
282,-102
283,-100
284,-97
285,-94
286,-92
287,-91
288,-92
289,-95
290,-98
291,-104
292,-107
293,-110
294,-112
295,-113
296,-113
297,-114
298,-115
299,-115
300,-112
301,-106
302,-100
303,-90
304,-83
305,-78
306,-76
307,-77
308,-82
