,ECG
0,43
1,61
2,69
3,68
4,64
5,56
6,44
7,27
8,-30
9,-77
10,-137
11,-200
12,-255
13,-295
14,-313
15,-305
16,-277
17,-240
18,-198
19,-156
20,-122
21,-97
22,-83
23,-75
24,-71
25,-74
26,-84
27,-95
28,-110
29,-124
30,-135
31,-137
32,-133
33,-124
34,-115
35,-103
36,-94
37,-89
38,-89
39,-90
40,-91
41,-90
42,-83
43,-58
44,-44
45,-35
46,-33
47,-34
48,-36
49,-38
50,-39
51,-40
52,-40
53,-42
54,-46
55,-51
56,-55
57,-56
58,-55
59,-50
60,-44
61,-45
62,-55
63,-71
64,-89
65,-103
66,-110
67,-111
68,-102
69,-85
70,-66
71,-51
72,-40
73,-36
74,-38
75,-41
76,-43
77,-42
78,-38
79,-30
80,-34
81,-46
82,-66
83,-85
84,-100
85,-109
86,-109
87,-102
88,-90
89,-80
90,-74
91,-72
92,-68
93,-61
94,-47
95,-24
96,0
97,26
98,47
99,57
100,57
101,46
102,23
103,0
104,-18
105,-30
106,-30
107,-19
108,-1
109,21
110,46
111,64
112,75
113,81
114,78
115,71
116,63
117,57
118,53
119,57
120,66
121,79
122,94
123,103
124,102
125,96
126,87
127,74
128,63
129,59
130,59
131,60
132,60
133,58
134,54
135,48
136,43
137,42
138,44
139,44
140,41
141,32
142,16
143,-3
144,-24
145,-44
146,-60
147,-71
148,-77
149,-79
150,-78
151,-81
152,-85
153,-94
154,-104
155,-113
156,-120
157,-127
158,-129
159,-129
160,-132
161,-135
162,-139
163,-145
164,-148
165,-149
166,-146
167,-138
168,-128
169,-120
170,-109
171,-95
172,-83
173,-75
174,-69
175,-69
176,-75
177,-87
178,-100
179,-114
180,-127
181,-139
182,-145
183,-146
184,-149
185,-152
186,-148
187,-147
188,-145
189,-142
190,-133
191,-127
192,-121
193,-113
194,-108
195,-109
196,-114
197,-118
198,-123
199,-129
200,-130
201,-130
202,-127
203,-122
204,-117
205,-110
206,-98
207,-90
208,-82
209,-79
210,-82
211,-90
212,-101
213,-112
214,-120
215,-121
216,-118
217,-111
218,-104
219,-100
220,-98
221,-107
222,-111
223,-113
224,-114
225,-112
226,-107
227,-102
228,-95
229,-91
230,-86
231,-80
232,-75
233,-69
234,-61
235,-50
236,-38
237,-28
238,-19
239,-15
240,-18
241,-31
242,-50
243,-71
244,-91
245,-105
246,-111
247,-105
248,-92
249,-80
250,-68
251,-60
252,-58
253,-64
254,-78
255,-78
256,-82
257,-84
258,-85
259,-84
260,-84
261,-82
262,-74
263,-62
264,-46
265,-34
266,-27
267,-27
268,-40
269,-61
270,-89
271,-112
272,-127
273,-130
274,-122
275,-107
276,-92
277,-79
278,-70
279,-65
280,-66
281,-69
282,-70
283,-71
284,-75
285,-81
286,-90
287,-97
288,-102
289,-104
290,-101
291,-92
292,-82
293,-65
294,-60
295,-55
296,-51
297,-46
298,-42
299,-40
300,-42
301,-49
302,-59
303,-69
304,-74
305,-77
306,-74
307,-66
308,-58
309,-48
310,-35
311,-24
312,-9
313,8
314,26
315,42
316,52
317,52
318,37
319,8
320,-29
321,-67
322,-101
323,-129
324,-140
325,-144
326,-142
327,-140
328,-138
329,-143
330,-147
331,-151
332,-151
333,-147
334,-140
335,-130
336,-119
337,-111
338,-100
339,-95
340,-97
341,-103
342,-110
343,-118
344,-123
345,-125
346,-125
347,-124
348,-122
349,-121
350,-118
351,-117
352,-117
353,-113
354,-110
355,-108
356,-106
357,-107
358,-110
359,-110
360,-103
361,-89
362,-66
363,-41
364,7
365,20
366,22
367,22
368,16
369,9
370,10
371,23
372,40
373,57
374,72
375,79
376,76
377,55
378,16
379,-38
380,-109
381,-187
382,-257
383,-307
384,-333
385,-331
386,-305
387,-264
388,-216
389,-174
390,-141
391,-122
392,-111
393,-102
394,-91
395,-79
396,-66
397,-57
398,-53
399,-53
400,-53
401,-73
402,-83
403,-89
404,-90
405,-88
406,-86
407,-84
408,-85
409,-87
410,-89
411,-88
412,-81
413,-71
414,-60
415,-51
416,-45
417,-43
418,-47
419,-54
420,-63
421,-70
422,-77
423,-85
424,-90
425,-92
426,-92
427,-88
428,-82
429,-75
430,-67
431,-60
432,-52
433,-44
434,-38
435,-34
436,-30
437,-26
438,-28
439,-34
440,-39
441,-45
442,-53
443,-63
444,-73
445,-80
446,-83
447,-80
448,-73
449,-65
450,-55
451,-45
452,-35
453,-27
454,-21
455,-13
456,-7
457,0
458,8
459,12
460,13
461,14
462,14
463,14
464,12
465,9
466,5
467,5
468,5
469,7
470,11
471,25
472,36
473,44
474,50
475,56
476,63
477,73
478,83
479,93
480,100
481,105
482,109
483,110
484,108
485,104
486,98
487,92
488,85
489,76
490,65
491,57
492,50
493,49
494,53
495,60
496,72
497,87
498,100
499,112
500,121
501,122
502,117
503,108
504,94
505,80
506,56
507,44
508,35
509,22
510,8
511,-2
512,-13
513,-18
514,-14
515,-5
516,3
517,10
518,12
519,5
520,-7
521,-23
522,-43
523,-60
524,-78
525,-93
526,-106
527,-118
528,-127
529,-130
530,-129
531,-127
532,-123
533,-121
534,-124
535,-133
536,-145
537,-160
538,-173
539,-184
540,-191
541,-194
542,-193
543,-189
544,-185
545,-179
546,-173
547,-167
548,-164
549,-163
550,-163
551,-164
552,-165
553,-163
554,-159
555,-155
556,-153
557,-150
558,-149
559,-149
560,-152
561,-155
562,-156
563,-153
564,-145
565,-130
566,-112
567,-94
568,-79
569,-68
570,-69
571,-83
572,-99
573,-109
574,-112
575,-103
576,-87
577,-55
578,-51
579,-61
580,-82
581,-108
582,-134
583,-150
584,-156
585,-156
586,-151
587,-143
588,-133
589,-123
590,-115
591,-109
592,-104
593,-97
594,-94
595,-92
596,-92
597,-93
598,-95
599,-94
600,-91
601,-85
602,-78
603,-75
604,-75
605,-78
606,-87
607,-99
608,-110
609,-117
610,-118
611,-107
612,-94
613,-85
614,-84
615,-88
616,-95
617,-104
618,-112
619,-114
620,-109
621,-97
622,-83
623,-67
624,-52
625,-49
626,-55
627,-68
628,-82
629,-94
630,-101
631,-102
632,-96
633,-87
634,-79
635,-73
636,-70
637,-71
638,-72
639,-71
640,-65
641,-59
642,-54
643,-53
644,-54
645,-59
646,-74
647,-78
648,-83
649,-87
650,-88
651,-90
652,-94
653,-95
654,-96
655,-96
656,-93
657,-85
658,-74
659,-63
660,-55
661,-48
662,-45
663,-48
664,-56
665,-69
666,-82
667,-96
668,-109
669,-116
670,-120
671,-119
672,-113
673,-104
674,-93
675,-84
676,-83
677,-85
678,-87
679,-92
680,-99
681,-102
682,-100
683,-95
684,-95
685,-88
686,-78
687,-65
688,-53
689,-45
690,-43
691,-47
692,-57
693,-72
694,-86
695,-94
696,-95
697,-90
698,-82
699,-72
700,-63
701,-58
702,-54
703,-50
704,-48
705,-48
706,-47
707,-44
708,-38
709,-33
710,-25
711,-19
712,-16
713,-17
714,-23
715,-35
716,-48
717,-71
718,-76
719,-78
720,-79
721,-79
722,-84
723,-92
724,-104
725,-116
726,-127
727,-134
728,-136
729,-129
730,-117
731,-103
732,-92
733,-86
734,-87
735,-91
736,-94
737,-96
738,-92
739,-86
740,-78
741,-69
742,-68
743,-75
744,-84
745,-92
746,-96
747,-92
748,-84
749,-77
750,-73
751,-74
752,-81
753,-76
754,-62
755,-37
756,-6
757,28
758,59
759,82
760,95
761,96
762,86
763,65
764,36
765,-3
766,-53
767,-110
768,-165
769,-210
770,-236
771,-243
772,-231
773,-205
774,-173
775,-144
776,-124
777,-113
778,-110
779,-110
780,-108
781,-102
782,-90
783,-81
784,-71
785,-65
786,-63
787,-65
788,-63
789,-61
790,-62
791,-64
792,-66
793,-70
794,-72
795,-71
796,-68
797,-63
798,-59
799,-57
800,-59
801,-68
802,-80
803,-92
804,-101
805,-108
806,-112
807,-115
808,-117
809,-113
810,-107
811,-99
812,-89
813,-76
814,-63
815,-54
816,-45
817,-38
818,-32
819,-27
820,-23
821,-18
822,-26
823,-35
824,-47
825,-58
826,-58
827,-66
828,-69
829,-68
830,-64
831,-59
832,-56
833,-49
834,-41
835,-30
836,-13
837,5
838,21
839,33
840,35
841,27
842,14
843,1
844,-10
845,-23
846,-38
847,-59
848,-89
849,-123
850,-161
851,-197
852,-231
853,-260
854,-277
855,-283
856,-284
857,-283
858,-277
859,-274
860,-275
861,-283
862,-296
863,-309
864,-318
865,-322
866,-319
867,-311
868,-302
869,-295
870,-290
871,-287
872,-287
873,-288
874,-287
875,-283
876,-274
877,-267
878,-261
879,-253
880,-244
881,-234
882,-225
883,-220
884,-216
885,-216
886,-219
887,-225
888,-231
889,-233
890,-228
891,-220
892,-198
893,-195
894,-200
895,-212
896,-230
897,-251
898,-274
899,-293
900,-306
901,-312
902,-315
903,-317
904,-319
905,-322
906,-325
907,-327
908,-325
909,-321
910,-312
911,-300
912,-287
913,-277
914,-275
915,-283
916,-300
917,-320
918,-338
919,-354
920,-364
921,-366
922,-362
923,-356
924,-351
925,-345
926,-340
927,-337
928,-329
929,-317
930,-306
931,-294
932,-286
933,-283
934,-286
935,-296
936,-309
937,-321
938,-331
939,-335
940,-332
941,-325
942,-318
943,-312
944,-310
945,-308
946,-306
947,-307
948,-305
949,-301
950,-297
951,-291
952,-284
953,-279
954,-272
955,-265
956,-257
957,-251
958,-244
959,-237
960,-232
961,-228
962,-222
963,-221
964,-217
965,-209
966,-196
967,-183
968,-183
969,-169
970,-158
971,-155
972,-164
973,-177
974,-191
975,-200
976,-203
977,-197
978,-184
979,-170
980,-158
981,-150
982,-145
983,-148
984,-154
985,-157
986,-161
987,-166
988,-173
989,-181
990,-186
991,-187
992,-182
993,-172
994,-161
995,-155
996,-152
997,-151
998,-157
999,-159
1000,-157
1001,-153
1002,-146
1003,-138
1004,-128
1005,-120
1006,-111
1007,-100
1008,-90
1009,-84
1010,-84
1011,-91
1012,-100
1013,-109
1014,-114
1015,-110
1016,-100
1017,-86
1018,-69
1019,-53
1020,-44
1021,-45
1022,-54
1023,-68
1024,-82
1025,-96
1026,-104
1027,-104
1028,-98
1029,-87
1030,-75
1031,-64
1032,-55
1033,-46
1034,-43
1035,-37
1036,-29
1037,-17
1038,-5
1039,5
1040,8
1041,2
1042,-8
1043,-19
1044,-29
1045,-31
1046,-26
1047,-16
1048,-4
1049,5
1050,10
1051,5
1052,-6
1053,-23
1054,-40
1055,-55
1056,-68
1057,-78
1058,-85
1059,-87
1060,-87
1061,-82
1062,-75
1063,-67
1064,-59
1065,-51
1066,-43
1067,-35
1068,-22
1069,-17
1070,-13
1071,-11
1072,-9
1073,-7
1074,-7
1075,-8
1076,-8
1077,-7
1078,-5
1079,-2
1080,1
1081,8
1082,15
1083,20
1084,26
1085,34
1086,42
1087,54
1088,69
1089,79
1090,81
1091,73
1092,57
1093,37
1094,16
1095,0
1096,-5
1097,-1
1098,5
1099,12
1100,17
1101,14
1102,7
1103,1
1104,6
1105,17
1106,30
1107,42
1108,46
1109,35
1110,35
1111,15
1112,-6
1113,-36
1114,-64
1115,-82
1116,-88
1117,-85
1118,-75
1119,-60
1120,-45
1121,-36
1122,-32
1123,-30
1124,-27
1125,-24
1126,-23
1127,-21
1128,-19
1129,-18
1130,-20
1131,-24
1132,-29
1133,-31
1134,-28
1135,-21
1136,-15
1137,-10
1138,-9
1139,-22
1140,-30
1141,-37
1142,-40
1143,-36
1144,-25
1145,-11
1146,1
1147,5
1148,1
1149,-6
1150,-13
1151,-16
1152,-5
1153,19
1154,52
1155,85
1156,120
1157,151
1158,174
1159,188
1160,194
1161,189
1162,173
1163,142
1164,96
1165,36
1166,-39
1167,-120
1168,-188
1169,-231
1170,-251
1171,-242
1172,-207
1173,-116
1174,-75
1175,-46
1176,-33
1177,-28
1178,-27
1179,-25
1180,-21
1181,-13
1182,-4
1183,5
1184,12
1185,14
1186,11
1187,0
1188,-15
1189,-34
1190,-48
1191,-57
1192,-58
1193,-46
1194,-30
1195,-17
1196,-9
1197,-8
1198,-19
1199,-36
1200,-53
1201,-69
1202,-79
1203,-81
1204,-79
1205,-71
1206,-60
1207,-52
1208,-38
1209,-35
1210,-33
1211,-32
1212,-34
1213,-34
1214,-31
1215,-25
1216,-14
1217,3
1218,26
1219,48
1220,64
1221,73
1222,76
1223,70
1224,58
1225,45
1226,35
1227,29
1228,27
1229,26
1230,23
1231,19
1232,13
1233,7
1234,4
1235,1
1236,-2
1237,-5
1238,-7
1239,-12
1240,-21
1241,-27
1242,-24
1243,12
1244,43
1245,75
1246,97
1247,107
1248,101
1249,84
1250,58
1251,31
1252,13
1253,13
1254,5
1255,6
1256,15
1257,30
1258,47
1259,64
1260,79
1261,88
1262,92
1263,93
1264,94
1265,94
1266,97
1267,104
1268,115
1269,124
1270,128
1271,133
1272,134
1273,134
1274,139
1275,150
1276,162
1277,170
1278,172
1279,167
1280,143
1281,132
1282,129
1283,130
1284,136
1285,145
1286,150
1287,152
1288,150
1289,145
1290,140
1291,133
1292,121
1293,106
1294,89
1295,73
1296,59
1297,48
1298,41
1299,38
1300,39
1301,38
1302,36
1303,32
1304,23
1305,6
1306,-11
1307,-30
1308,-48
1309,-66
1310,-77
1311,-80
1312,-80
1313,-78
1314,-68
1315,-62
1316,-60
1317,-56
1318,-52
1319,-54
1320,-63
1321,-75
1322,-89
1323,-103
1324,-114
1325,-119
1326,-116
1327,-108
1328,-103
1329,-97
1330,-93
1331,-90
1332,-88
1333,-79
1334,-66
1335,-52
1336,-41
1337,-35
1338,-39
1339,-52
1340,-73
1341,-94
1342,-112
1343,-122
1344,-124
1345,-120
1346,-114
1347,-108
1348,-105
1349,-113
1350,-119
1351,-120
1352,-115
