,ECG
0,17
1,-64
2,-152
3,-210
4,-253
5,-276
6,-236
7,-158
8,3
9,69
10,79
11,20
12,-75
13,-180
14,-281
15,-341
16,-348
17,-336
18,-315
19,-262
20,-158
21,-3
22,167
23,309
24,374
25,322
26,160
27,-76
28,-327
29,-522
30,-606
31,-567
32,-434
33,-268
34,-132
35,-85
36,-137
37,-229
38,-303
39,-350
40,-374
41,-314
42,-263
43,-217
44,-183
45,-150
46,-129
47,-113
48,-84
49,-56
50,-34
51,-30
52,-43
53,-63
54,-97
55,-133
56,-158
57,-169
58,-165
59,-135
60,-78
61,-30
62,3
63,41
64,58
65,28
66,-34
67,-92
68,-134
69,-171
70,-174
71,-129
72,-66
73,1
74,66
75,78
76,21
77,-71
78,-160
79,-225
80,-262
81,-250
82,-208
83,-165
84,-114
85,-83
86,-97
87,-103
88,-70
89,-12
90,53
91,102
92,143
93,197
94,223
95,208
96,168
97,91
98,-18
99,-134
100,-231
101,-304
102,-343
103,-323
104,-236
105,-110
106,-24
107,-37
108,-78
109,-111
110,-84
111,-19
112,38
113,105
114,146
115,130
116,72
117,-24
118,-122
119,-187
120,-226
121,-236
122,-217
123,-217
124,-209
125,-222
126,-227
127,-230
128,-219
129,-183
130,-147
131,-105
132,-45
133,4
134,22
135,22
136,23
137,12
138,-19
139,-42
140,-40
141,22
142,43
143,37
144,11
145,-52
146,-127
147,-139
148,-128
149,-141
150,-132
151,-111
152,-113
153,-139
154,-192
155,-234
156,-209
157,-132
158,-33
159,95
160,204
161,269
162,310
163,286
164,168
165,-5
166,-178
167,-309
168,-355
169,-296
170,-185
171,-69
172,27
173,59
174,-154
175,-309
176,-399
177,-403
178,-353
179,-269
180,-160
181,-73
182,-29
183,4
184,32
185,36
186,25
187,14
188,-4
189,-40
190,-94
191,-156
192,-198
193,-219
194,-234
195,-232
196,-209
197,-186
198,-149
199,-99
200,-75
201,-66
202,-42
203,-14
204,19
205,63
206,88
207,9
208,-71
209,-128
210,-136
211,-72
212,78
213,255
214,380
215,426
216,368
217,191
218,-38
219,-198
220,-234
221,-154
222,5
223,187
224,323
225,335
226,227
227,80
228,-80
229,-231
230,-306
231,-275
232,-168
233,-27
234,84
235,137
236,136
237,63
238,-61
239,-185
240,-388
241,-422
242,-417
243,-384
244,-352
245,-344
246,-321
247,-237
248,-66
249,147
250,312
251,404
252,405
253,312
254,151
255,-47
256,-216
257,-294
258,-282
259,-178
260,-9
261,82
262,67
263,30
264,-38
265,-92
266,-92
267,-95
268,-104
269,-99
270,-77
271,-83
272,-92
273,-113
274,-177
275,-209
276,-198
277,-169
278,-136
279,-143
280,-155
281,-150
282,-133
283,-99
284,-43
285,70
286,220
287,345
288,419
289,406
290,303
291,170
292,55
293,-9
294,11
295,75
296,122
297,140
298,73
299,-60
300,-182
301,-239
302,-188
303,-65
304,59
305,122
306,85
307,-49
308,-394
309,-471
310,-441
311,-302
312,-117
313,32
314,126
315,164
316,121
317,17
318,-101
319,-220
320,-312
321,-357
322,-366
323,-328
324,-273
325,-243
326,-194
327,-141
328,-122
329,-70
330,25
331,141
332,304
333,454
334,478
335,380
336,236
337,76
338,-68
339,-111
340,-35
341,82
342,190
343,153
344,23
345,-180
346,-328
347,-368
348,-346
349,-300
350,-214
351,-98
352,-29
353,9
354,92
355,185
356,220
357,215
358,203
359,153
360,68
361,-8
362,-70
363,-112
364,-135
365,-143
366,-91
367,0
368,64
369,110
370,140
371,115
372,39
373,-38
374,-114
375,-169
376,-137
377,-11
378,185
379,325
380,371
381,338
382,190
383,-48
384,-315
385,-554
386,-687
387,-667
388,-537
389,-331
390,-118
391,-13
392,-3
393,-27
394,-65
395,-100
396,-118
397,-97
398,-38
399,28
400,66
401,86
402,104
403,93
404,61
405,0
406,-85
407,-185
408,-185
409,-318
410,-449
411,-538
412,-586
413,-507
414,-367
415,-232
416,-97
417,1
418,42
419,44
420,-13
421,-99
422,-172
423,-225
424,-238
425,-202
426,-165
427,-158
428,-136
429,-112
430,-110
431,-88
432,-77
433,-75
434,-46
435,-37
436,-69
437,-102
438,-141
439,-204
440,-242
441,-246
442,-225
443,-140
444,-33
445,69
