,ECG
0,-28
1,-28
2,-26
3,-24
4,-25
5,-28
6,-28
7,-35
8,-45
9,-52
10,-51
11,-46
12,-36
13,-25
14,-14
15,-11
16,-15
17,-17
18,-15
19,-9
20,-3
21,1
22,-4
23,-23
24,-44
25,-66
26,-86
27,-97
28,-96
29,-90
30,-84
31,-83
32,-89
33,-99
34,-112
35,-124
36,-125
37,-120
38,-119
39,-121
40,-122
41,-127
42,-137
43,-141
44,-135
45,-124
46,-108
47,-97
48,-93
49,-115
50,-131
51,-138
52,-135
53,-123
54,-103
55,-82
56,-70
57,-75
58,-83
59,-94
60,-100
61,-97
62,-87
63,-75
64,-63
65,-58
66,-56
67,-53
68,-45
69,-30
70,-3
71,26
72,54
73,71
74,69
75,52
76,24
77,-13
78,-48
79,-81
80,-110
81,-136
82,-160
83,-197
84,-212
85,-223
86,-228
87,-224
88,-215
89,-202
90,-183
91,-159
92,-132
93,-107
94,-84
95,-67
96,-57
97,-54
98,-56
99,-59
100,-62
101,-61
102,-51
103,-33
104,-17
105,-13
106,-13
107,-16
108,-25
109,-35
110,-39
111,-32
112,-24
113,-17
114,-13
115,-16
116,-21
117,-27
118,-12
119,2
120,10
121,15
122,15
123,0
124,-21
125,-37
126,-43
127,-41
128,-41
129,-32
130,-24
131,-19
132,-20
133,-28
134,-27
135,-12
136,7
137,33
138,62
139,80
140,81
141,67
142,43
143,17
144,0
145,-12
146,-14
147,-4
148,2
149,10
150,20
151,33
152,42
153,52
154,61
155,73
156,82
157,91
158,103
159,110
160,115
161,119
162,116
163,108
164,97
165,81
166,64
167,53
168,51
169,59
170,71
171,80
172,91
173,96
174,92
175,83
176,76
177,74
178,81
179,88
180,94
181,99
182,95
183,85
184,79
185,64
186,59
187,59
188,56
189,48
190,36
191,20
192,12
193,13
194,19
195,31
196,45
197,53
198,55
199,48
200,31
201,8
202,-11
203,-24
204,-35
205,-42
206,-49
207,-52
208,-54
209,-55
210,-52
211,-49
212,-48
213,-51
214,-57
215,-65
216,-75
217,-87
218,-90
219,-63
220,-47
221,-31
222,-20
223,-20
224,-27
225,-39
226,-50
227,-57
228,-61
229,-64
230,-60
231,-57
232,-60
233,-58
234,-53
235,-45
236,-32
237,-20
238,-15
239,-20
240,-36
241,-57
242,-69
243,-69
244,-57
245,-32
246,-7
247,8
248,16
249,8
250,-8
251,-24
252,-36
253,-12
254,6
255,17
256,22
257,14
258,-7
259,-28
260,-42
261,-48
262,-46
263,-41
264,-33
265,-22
266,-19
267,-18
268,-11
269,-4
270,-4
271,-4
272,-1
273,0
274,-6
275,-13
276,-18
277,-21
278,-16
279,-6
280,0
281,0
282,0
283,-3
284,-4
285,-7
286,-10
287,-16
288,-28
289,-38
290,-50
291,-62
292,-70
293,-70
294,-66
295,-65
296,-69
297,-72
298,-78
299,-88
300,-97
301,-102
302,-103
303,-97
304,-87
305,-81
306,-77
307,-73
308,-74
309,-72
310,-67
311,-65
312,-71
313,-81
314,-97
315,-115
316,-132
317,-148
318,-146
319,-126
320,-107
321,-57
322,-48
323,-47
