,ECG
0,2023
1,2007
2,1985
3,1961
4,1940
5,1920
6,1904
7,1889
8,1872
9,1858
10,1846
11,1831
12,1815
13,1797
14,1776
15,1754
16,1735
17,1716
18,1691
19,1664
20,1634
21,1604
22,1573
23,1540
24,1509
25,1481
26,1456
27,1433
28,1417
29,1402
30,1370
31,1354
32,1339
33,1319
34,1299
35,1299
36,1282
37,1265
38,1246
39,1229
40,1211
41,1191
42,1173
43,1156
44,1141
45,1129
46,1116
47,1106
48,1098
49,1089
50,1079
51,1069
52,1061
53,1052
54,1045
55,1036
56,1027
57,1014
58,1003
59,993
60,983
61,976
62,972
63,968
64,967
65,965
66,964
67,962
68,959
69,956
70,953
71,950
72,948
73,946
74,943
75,941
76,938
77,933
78,928
79,926
80,926
81,927
82,929
83,929
84,927
85,923
86,917
87,910
88,905
89,902
90,902
91,903
92,904
93,906
94,907
95,905
96,904
97,906
98,907
99,909
100,912
101,912
102,914
103,915
104,916
105,917
106,912
107,906
108,905
109,902
110,898
111,895
112,891
113,888
114,891
115,890
116,889
117,889
118,888
119,889
120,895
121,894
122,888
123,881
124,873
125,864
126,858
127,853
128,851
129,851
130,855
131,861
132,864
133,865
134,863
135,863
136,864
137,864
138,864
139,862
140,856
141,848
142,842
143,833
144,826
145,824
146,820
147,815
148,810
149,804
150,794
151,783
152,770
153,758
154,751
155,747
156,745
157,748
158,752
159,754
160,755
161,754
162,750
163,743
164,738
165,735
166,739
167,743
168,746
169,746
170,744
171,736
172,728
173,723
174,720
175,720
176,723
177,723
178,724
179,723
180,724
181,724
182,719
183,715
184,708
185,705
186,711
187,727
188,752
189,791
190,838
191,890
192,947
193,1003
194,1049
195,1082
196,1095
197,1088
198,1066
199,1026
200,969
201,805
202,705
203,600
204,498
205,407
206,329
207,280
208,258
209,264
210,295
211,337
212,383
213,430
214,475
215,515
216,551
217,579
218,597
219,609
220,613
221,611
222,610
223,607
224,607
225,608
226,610
227,612
228,614
229,612
230,610
231,604
232,600
233,602
234,603
235,605
236,607
237,606
238,605
239,605
240,604
241,600
242,597
243,596
244,597
245,601
246,606
247,611
248,613
249,614
250,611
251,600
252,589
253,577
254,567
255,559
256,556
257,554
258,553
259,552
260,552
261,557
262,563
263,562
264,559
265,553
266,542
267,529
268,515
269,512
270,513
271,515
272,516
273,515
274,512
275,508
276,505
277,503
278,504
279,506
280,508
281,509
282,512
283,515
284,515
285,516
286,519
287,519
288,518
289,514
290,511
291,509
292,509
293,512
294,517
295,520
296,520
297,519
298,515
299,508
300,498
301,489
302,482
303,480
304,479
305,478
306,476
307,475
308,474
309,476
310,477
311,476
312,474
313,470
314,462
315,451
316,440
317,430
318,426
319,426
320,425
321,424
322,425
323,419
324,407
325,392
326,375
327,356
328,342
329,332
330,325
331,321
332,314
333,304
334,294
335,281
336,270
337,252
338,248
339,248
340,248
341,245
342,239
343,228
344,217
345,201
346,188
347,179
348,172
349,168
350,169
351,170
352,167
353,164
354,158
355,149
356,140
357,130
358,121
359,116
360,112
361,110
362,112
363,113
364,110
365,107
366,104
367,99
368,96
369,92
370,85
371,80
372,67
373,65
374,64
375,61
376,60
377,61
378,56
379,50
380,44
381,39
382,37
383,38
384,38
385,40
386,42
387,42
388,41
389,41
390,41
391,40
392,42
393,44
394,43
395,41
396,36
397,28
398,18
399,7
400,-4
401,-12
402,-17
403,-20
404,-21
405,-22
406,-25
407,-31
408,-34
409,-37
410,-38
411,-40
412,-41
413,-44
414,-49
415,-55
416,-60
417,-63
418,-66
419,-68
420,-70
421,-72
422,-73
423,-77
424,-82
425,-84
426,-88
427,-92
428,-94
429,-94
430,-94
431,-95
432,-95
433,-92
434,-92
435,-96
436,-99
437,-101
438,-104
439,-104
440,-102
441,-104
442,-111
443,-121
444,-129
445,-141
446,-151
447,-158
448,-164
449,-171
450,-175
451,-181
452,-189
453,-197
454,-203
455,-207
456,-212
457,-219
458,-227
459,-235
460,-246
461,-258
462,-258
463,-267
464,-274
465,-281
466,-283
467,-280
468,-274
469,-268
470,-267
471,-272
472,-278
473,-291
474,-308
475,-319
476,-324
477,-328
478,-324
479,-324
480,-328
481,-336
482,-346
483,-353
484,-363
485,-369
486,-370
487,-371
488,-372
489,-372
490,-376
491,-383
492,-391
493,-398
494,-403
495,-396
496,-378
497,-350
498,-310
499,-260
500,-207
501,-150
502,-96
503,-56
504,-31
505,-28
506,-47
507,-79
508,-126
509,-191
510,-269
511,-358
512,-556
513,-655
514,-746
515,-812
516,-849
517,-855
518,-830
519,-787
520,-735
521,-683
522,-634
523,-590
524,-552
525,-526
526,-508
527,-498
528,-494
529,-495
530,-501
531,-508
532,-514
533,-519
534,-522
535,-522
536,-520
537,-519
538,-516
539,-515
540,-515
541,-515
542,-515
543,-514
544,-512
545,-513
546,-515
547,-519
548,-526
549,-534
550,-540
551,-547
552,-549
553,-548
554,-548
555,-547
556,-544
557,-541
558,-537
559,-533
560,-535
561,-540
562,-546
563,-555
564,-566
565,-574
566,-582
567,-585
568,-585
569,-585
570,-587
571,-589
572,-592
573,-590
574,-587
575,-584
576,-583
577,-582
578,-583
579,-586
580,-584
581,-581
582,-578
583,-576
584,-577
585,-581
586,-589
587,-598
588,-601
589,-601
590,-598
591,-591
592,-584
593,-579
594,-574
595,-572
596,-569
597,-566
598,-564
599,-563
600,-560
601,-555
602,-549
603,-541
604,-541
605,-538
606,-536
607,-533
608,-533
609,-534
610,-533
611,-530
612,-531
613,-531
614,-530
615,-530
616,-534
617,-540
618,-543
619,-545
620,-550
621,-550
622,-545
623,-544
624,-544
625,-546
626,-553
627,-563
628,-574
629,-589
630,-600
631,-607
632,-609
633,-613
634,-616
635,-620
636,-625
637,-629
638,-636
639,-646
640,-657
641,-672
642,-688
643,-698
644,-702
645,-702
646,-697
647,-689
648,-680
649,-670
650,-662
651,-658
652,-658
653,-660
654,-662
655,-668
656,-676
657,-686
658,-698
659,-706
660,-710
661,-712
662,-713
663,-712
664,-711
665,-711
666,-709
667,-709
668,-709
669,-709
670,-709
671,-709
672,-711
673,-714
674,-718
675,-722
676,-723
677,-719
678,-716
679,-714
680,-714
681,-715
682,-718
683,-723
684,-727
685,-733
686,-736
687,-735
688,-732
689,-732
690,-735
691,-737
692,-736
693,-736
694,-737
695,-737
696,-737
697,-740
698,-743
699,-746
700,-751
701,-759
702,-764
703,-767
704,-765
705,-763
706,-759
707,-755
708,-752
709,-754
710,-759
711,-768
712,-779
713,-790
714,-795
715,-800
716,-803
717,-805
718,-809
719,-820
720,-825
721,-828
722,-829
723,-826
724,-821
725,-820
726,-824
727,-828
728,-833
729,-840
730,-846
731,-845
732,-845
733,-846
734,-845
735,-847
736,-846
737,-847
738,-850
739,-848
740,-845
741,-843
742,-836
743,-827
744,-824
745,-823
746,-823
747,-818
748,-819
749,-819
750,-817
751,-819
752,-819
753,-817
754,-818
755,-822
756,-831
757,-838
758,-841
759,-849
760,-858
761,-862
762,-867
763,-872
764,-869
765,-863
766,-855
767,-847
768,-841
769,-837
770,-840
771,-850
772,-865
773,-881
774,-897
775,-915
776,-928
777,-937
778,-946
779,-952
780,-953
781,-953
782,-952
783,-951
784,-951
785,-953
786,-954
787,-956
788,-954
789,-951
790,-952
791,-954
792,-959
793,-961
794,-960
795,-956
796,-948
797,-940
798,-936
799,-933
800,-934
801,-940
802,-945
803,-946
804,-943
805,-933
806,-923
807,-915
808,-908
809,-907
810,-907
811,-897
812,-881
813,-856
814,-818
815,-774
816,-723
817,-665
818,-604
819,-547
820,-500
821,-472
822,-466
823,-478
824,-571
825,-650
826,-745
827,-853
828,-965
829,-1070
830,-1164
831,-1236
832,-1279
833,-1288
834,-1268
835,-1228
836,-1179
837,-1128
838,-1079
839,-1033
840,-992
841,-959
842,-931
843,-911
844,-899
845,-891
846,-887
847,-883
848,-878
849,-874
850,-871
851,-867
852,-864
853,-864
854,-863
855,-864
856,-867
857,-867
858,-855
859,-844
860,-830
861,-813
862,-802
863,-799
864,-804
865,-818
866,-838
867,-854
868,-865
869,-871
870,-872
871,-869
872,-857
873,-847
874,-839
875,-829
876,-818
877,-811
878,-807
879,-805
880,-808
881,-817
882,-823
883,-824
884,-820
885,-818
886,-812
887,-805
888,-805
889,-799
890,-792
891,-788
892,-777
893,-773
894,-767
895,-756
896,-747
897,-739
898,-733
899,-728
900,-727
901,-729
902,-733
903,-737
904,-739
905,-736
906,-731
907,-720
908,-708
909,-702
910,-695
911,-681
912,-668
913,-658
914,-647
915,-642
916,-641
917,-640
918,-638
919,-633
920,-625
921,-613
922,-596
923,-580
924,-567
925,-561
926,-561
927,-560
928,-562
929,-563
930,-563
931,-563
932,-561
933,-558
934,-553
935,-547
936,-544
937,-540
938,-534
939,-529
940,-525
941,-523
942,-518
943,-513
944,-509
945,-508
946,-510
947,-519
948,-528
949,-532
950,-538
951,-539
952,-536
953,-538
954,-539
955,-542
956,-555
957,-569
958,-583
959,-595
960,-595
961,-595
962,-592
963,-593
964,-599
965,-604
966,-611
967,-624
968,-633
969,-637
970,-641
971,-643
972,-643
973,-645
974,-644
975,-642
976,-635
977,-631
978,-629
979,-628
980,-632
981,-633
982,-634
983,-638
984,-639
985,-636
986,-633
987,-628
988,-622
989,-619
990,-618
991,-616
992,-614
993,-607
994,-600
995,-592
996,-586
997,-585
998,-580
999,-577
1000,-577
1001,-576
1002,-574
1003,-572
1004,-566
1005,-559
1006,-551
1007,-545
1008,-540
1009,-538
1010,-540
1011,-546
1012,-554
1013,-560
1014,-562
1015,-563
1016,-559
1017,-551
1018,-542
1019,-533
1020,-521
1021,-509
1022,-501
1023,-494
1024,-487
1025,-479
1026,-471
1027,-461
1028,-449
1029,-441
1030,-437
1031,-437
1032,-441
1033,-445
1034,-447
1035,-447
1036,-446
1037,-442
1038,-440
1039,-438
1040,-437
