,ECG
0,47
1,49
2,55
3,63
4,71
5,75
6,74
7,70
8,68
9,66
10,66
11,67
12,75
13,79
14,84
15,89
16,90
17,88
18,87
19,84
20,80
21,80
22,79
23,82
24,85
25,87
26,92
27,95
28,95
29,96
30,100
31,105
32,108
33,111
34,114
35,115
36,115
37,113
38,112
39,110
40,106
41,105
42,108
43,113
44,113
45,121
46,128
47,138
48,153
49,156
50,159
51,163
52,163
53,162
54,161
55,159
56,163
57,170
58,180
59,192
60,203
61,211
62,216
63,214
64,207
65,200
66,195
67,195
68,201
69,211
70,219
71,229
72,238
73,245
74,248
75,251
76,254
77,257
78,259
79,262
80,266
81,270
82,273
83,277
84,280
85,276
86,275
87,273
88,271
89,270
90,272
91,273
92,273
93,270
94,267
95,259
96,249
97,244
98,242
99,242
100,244
101,247
102,249
103,247
104,240
105,230
106,216
107,196
108,178
109,164
110,153
111,145
112,140
113,134
114,131
115,129
116,128
117,127
118,124
119,115
120,113
121,109
122,105
123,102
124,102
125,102
126,105
127,105
128,103
129,99
130,97
131,94
132,92
133,89
134,88
135,89
136,91
137,94
138,96
139,96
140,95
141,95
142,95
143,93
144,92
145,94
146,97
147,98
148,98
149,101
150,103
151,103
152,100
153,96
154,88
155,67
156,62
157,56
158,54
159,59
160,69
161,77
162,85
163,90
164,90
165,89
166,86
167,83
168,81
169,79
170,78
171,82
172,85
173,90
174,96
175,101
176,105
177,111
178,114
179,115
180,117
181,114
182,111
183,108
184,104
185,100
186,100
187,102
188,103
189,106
190,111
191,111
192,110
193,108
194,106
195,106
196,106
197,105
198,106
199,106
200,101
201,97
202,94
203,90
204,88
205,88
206,91
207,93
208,99
209,102
210,107
211,110
212,107
213,104
214,100
215,92
216,84
217,76
218,73
219,73
220,74
221,78
222,80
223,82
224,83
225,83
226,82
227,79
228,80
229,81
230,82
231,80
232,75
233,71
234,69
235,69
236,71
237,79
238,89
239,97
240,102
241,105
242,107
243,104
244,99
245,97
246,97
247,98
248,101
249,108
250,114
251,117
252,118
253,120
254,122
255,121
256,119
257,119
258,122
259,123
260,125
261,124
262,120
263,113
264,102
265,95
266,92
267,88
268,84
269,81
270,76
271,67
272,57
273,50
274,45
275,42
276,38
277,33
278,31
279,30
280,29
281,33
282,38
283,45
284,52
285,57
286,55
287,50
288,40
289,28
290,19
291,13
292,10
293,13
294,16
295,22
296,26
297,26
298,24
299,19
300,18
301,20
302,24
303,29
304,34
305,41
306,50
307,67
308,91
309,127
310,170
311,222
312,283
313,350
314,410
315,453
316,477
317,481
318,463
319,428
320,372
321,296
322,202
323,93
324,-15
325,-119
326,-213
327,-285
328,-285
329,-324
330,-330
331,-308
332,-270
333,-226
334,-179
335,-88
336,-48
337,-14
338,5
339,16
340,20
341,16
342,13
343,12
344,13
345,15
346,18
347,23
348,32
349,38
350,42
351,48
352,56
353,61
354,62
355,62
356,61
357,60
358,58
359,59
360,62
361,63
362,63
363,64
364,65
365,68
366,68
367,68
368,72
369,75
370,78
371,81
372,82
373,82
374,76
375,73
376,71
377,66
378,65
379,68
380,71
381,79
382,86
383,90
384,92
385,91
386,88
387,85
388,85
389,85
390,88
391,95
392,105
393,114
394,120
395,124
396,126
397,128
398,128
399,127
400,129
401,131
402,134
403,140
404,146
405,146
406,148
407,148
408,148
409,148
410,150
411,156
412,161
413,166
414,174
415,177
416,179
417,186
418,193
419,198
420,204
421,210
422,212
423,211
424,208
425,205
426,203
427,204
428,205
429,210
430,216
431,219
432,222
433,224
434,224
435,226
436,229
437,231
438,233
439,233
440,230
441,227
442,227
443,226
444,226
445,228
446,227
447,223
448,217
449,211
450,202
451,194
452,188
453,183
454,177
455,169
456,161
457,156
458,153
459,150
460,147
461,144
462,141
463,137
464,131
465,122
466,109
467,97
468,88
469,80
470,80
471,74
472,70
473,68
474,70
475,73
476,76
477,77
478,80
479,79
480,77
481,75
482,71
483,69
484,68
485,70
486,70
487,68
488,69
489,70
490,70
491,69
492,71
493,73
494,74
495,76
496,79
497,79
498,79
499,82
500,85
501,85
502,84
503,82
504,81
505,79
506,78
507,79
508,81
509,82
510,85
511,92
512,97
513,99
514,100
515,96
516,93
517,93
518,96
519,102
520,108
521,114
522,120
523,119
524,113
525,111
526,110
527,111
528,119
529,126
530,129
531,134
532,136
533,132
534,126
535,121
536,114
537,112
538,111
539,115
540,120
541,125
542,130
543,133
544,133
545,130
546,124
547,119
548,120
549,123
550,128
551,129
552,129
553,127
554,124
555,123
556,123
557,124
558,128
559,134
560,135
561,135
562,133
563,129
564,128
565,130
566,134
567,139
568,142
569,149
570,155
571,157
572,160
573,163
574,163
575,164
576,167
577,170
578,173
579,173
580,173
581,174
582,176
583,179
584,191
585,198
586,208
587,211
588,209
589,207
590,202
591,197
592,195
593,195
594,195
595,197
596,196
597,195
598,190
599,182
600,173
601,166
602,157
603,149
604,142
605,136
606,133
607,131
608,131
609,133
610,135
611,137
612,139
613,139
614,139
615,135
616,133
617,132
618,129
619,129
620,131
621,134
622,136
623,136
624,138
625,143
626,145
627,146
628,148
629,147
630,144
631,139
632,134
633,132
634,131
635,131
636,135
637,138
638,140
639,149
640,165
641,191
642,229
643,275
644,330
645,396
646,465
647,528
648,577
649,602
650,606
651,590
652,554
653,499
654,429
655,341
656,140
657,39
658,-56
659,-133
660,-185
661,-205
662,-195
663,-163
664,-120
665,-73
666,-27
667,18
668,59
669,95
670,124
671,144
672,158
673,164
674,166
675,164
676,159
677,152
678,147
679,144
680,143
681,145
682,151
683,158
684,167
685,173
686,179
687,183
688,183
689,181
690,182
691,184
692,189
693,192
694,194
695,195
696,195
697,193
698,192
699,190
700,193
701,198
702,202
703,205
704,206
705,206
706,205
707,203
708,204
709,203
710,203
711,203
712,203
713,203
714,204
715,206
716,211
717,216
718,220
719,221
720,221
721,217
722,211
723,208
724,207
725,209
726,215
727,220
728,231
729,235
730,237
731,240
732,242
733,245
734,251
735,256
736,261
737,268
738,273
739,275
740,277
741,280
742,281
743,280
