,ECG
0,18
1,6
2,4
3,3
4,3
5,5
6,6
7,7
8,10
9,13
10,16
11,20
12,24
13,28
14,33
15,35
16,32
17,29
18,25
19,17
20,15
21,16
22,17
23,19
24,20
25,19
26,20
27,19
28,16
29,16
30,17
31,17
32,17
33,19
34,21
35,23
36,26
37,27
38,28
39,28
40,27
41,25
42,19
43,14
44,12
45,7
46,5
47,4
48,7
49,10
50,14
51,14
52,14
53,16
54,12
55,10
56,10
57,9
58,10
59,7
60,4
61,4
62,1
63,0
64,-3
65,0
66,8
67,17
68,25
69,33
70,32
71,25
72,19
73,16
74,16
75,16
76,22
77,27
78,32
79,34
80,35
81,34
82,33
83,29
84,27
85,28
86,31
87,40
88,49
89,58
90,63
91,63
92,60
93,58
94,56
95,51
96,51
97,55
98,61
99,68
100,75
101,83
102,89
103,89
104,87
105,83
106,74
107,65
108,57
109,51
110,44
111,38
112,37
113,38
114,39
115,43
116,47
117,44
118,37
119,26
120,11
121,3
122,1
123,0
124,0
125,4
126,2
127,0
128,-2
129,-9
130,-12
131,-16
132,-18
133,-15
134,-9
135,-7
136,-7
137,-5
138,-9
139,-10
140,-7
141,-1
142,6
143,16
144,24
145,30
146,30
147,23
148,14
149,7
150,0
151,-7
152,-8
153,-13
154,-16
155,-11
156,2
157,25
158,63
159,109
160,159
161,211
162,264
163,316
164,359
165,385
166,399
167,401
168,383
169,343
170,281
171,197
172,-17
173,-122
174,-209
175,-281
176,-323
177,-330
178,-314
179,-284
180,-250
181,-214
182,-177
183,-139
184,-98
185,-55
186,-18
187,8
188,27
189,35
190,31
191,20
192,6
193,-1
194,-5
195,-9
196,-10
197,-6
198,-4
199,0
200,5
201,9
202,14
203,14
204,15
205,19
206,24
207,27
208,23
209,17
210,15
211,13
212,11
213,17
214,30
215,44
216,58
217,65
218,65
219,62
220,53
221,44
222,42
223,45
224,46
225,45
226,45
227,39
228,30
229,24
230,19
231,20
232,25
233,31
234,40
235,48
236,50
237,50
238,55
239,56
240,55
241,60
242,60
243,61
244,63
245,65
246,67
247,71
248,79
249,92
250,102
251,111
252,120
253,121
254,112
255,101
256,88
257,77
258,73
259,76
260,83
261,93
262,104
263,116
264,126
265,134
266,141
267,149
268,149
269,148
270,148
271,146
272,145
273,153
274,164
275,181
276,181
277,177
278,166
279,152
280,141
281,138
282,139
283,144
284,148
285,150
286,149
287,145
288,139
289,140
290,138
291,136
292,138
293,140
294,136
295,128
296,116
297,108
298,107
